tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating
tt0247638,The Princess Diaries,2001,115,"Comedy,Family,Romance",6.3
tt0285823,Once Upon a Time in Mexico,2003,102,"Action,Crime,Thriller",6.3
tt0290002,Meet the Fockers,2004,115,"Comedy,Romance",6.3
tt0297284,Mindhunters,2004,106,"Crime,Horror,Thriller",6.3
tt0322330,Freaky Friday,2003,97,"Comedy,Family,Fantasy",6.3
tt0327679,Ella Enchanted,2004,96,"Comedy,Family,Fantasy",6.3
tt0328828,American Wedding,2003,96,Comedy,6.3
tt0338337,Paycheck,2003,119,"Action,Mystery,Sci-Fi",6.3
tt0349683,King Arthur,2004,126,"Action,Adventure,Drama",6.3
tt0356680,The Family Stone,2005,103,"Comedy,Drama,Romance",6.3
tt0360201,Wimbledon,2004,98,"Comedy,Romance,Sport",6.3
tt0365686,Revolver,2005,111,"Action,Crime,Drama",6.3
tt0388482,Transporter 2,2005,87,"Action,Crime,Thriller",6.3
tt0398712,Assault on Precinct 13,2005,109,"Action,Crime,Drama",6.3
tt0405325,Sky High,2005,100,"Action,Comedy,Family",6.3
tt0408790,Flightplan,2005,98,"Drama,Mystery,Thriller",6.3
tt0413300,Spider-Man 3,2007,139,"Action,Adventure,Sci-Fi",6.3
tt0442933,Beowulf,2007,115,"Action,Adventure,Animation",6.3
tt0445934,Blades of Glory,2007,93,"Comedy,Sport",6.3
tt0465494,Hitman,2007,100,"Action,Crime,Thriller",6.3
tt0475290,"Hail, Caesar!",2016,106,"Comedy,Drama,Mystery",6.3
tt0480255,The Losers,2010,97,"Action,Adventure,Crime",6.3
tt0481141,No Reservations,2007,104,"Comedy,Drama,Romance",6.3
tt0844479,The Collector,2009,90,"Horror,Thriller",6.3
tt0892791,Shrek Forever After,2010,93,"Adventure,Animation,Comedy",6.3
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113,"Adventure,Family,Fantasy",6.3
tt0986263,Surrogates,2009,89,"Action,Sci-Fi,Thriller",6.3
tt0989757,Dear John,2010,108,"Drama,Mystery,Romance",6.3
tt10016180,The Little Things,2021,128,"Crime,Drama,Mystery",6.3
tt1013743,Knight and Day,2010,109,"Action,Adventure,Comedy",6.3
tt1020558,Centurion,2010,97,"Action,Drama,History",6.3
tt1051904,Goosebumps,2015,103,"Adventure,Comedy,Fantasy",6.3
tt1053424,Repo Men,2010,111,"Action,Sci-Fi,Thriller",6.3
tt1137450,Death Wish,2018,107,"Action,Crime,Drama",6.3
tt1179904,Paranormal Activity,2007,86,"Horror,Mystery",6.3
tt1186367,Ninja Assassin,2009,99,"Action,Thriller",6.3
tt1201167,Funny People,2009,146,"Comedy,Drama",6.3
tt1219827,Ghost in the Shell,2017,107,"Action,Crime,Drama",6.3
tt1229340,Anchorman 2: The Legend Continues,2013,119,Comedy,6.3
tt1268799,A Very Harold & Kumar Christmas,2011,90,"Adventure,Comedy",6.3
tt1278340,Dead Snow,2009,92,"Comedy,Fantasy,Horror",6.3
tt1279935,Date Night,2010,88,"Comedy,Crime,Romance",6.3
tt1340138,Terminator Genisys,2015,126,"Action,Adventure,Sci-Fi",6.3
tt1351685,Jack the Giant Slayer,2013,114,"Action,Adventure,Fantasy",6.3
tt1352824,Chloe,2009,96,"Drama,Mystery,Romance",6.3
tt1365519,Tomb Raider,2018,119,"Action,Adventure,Fantasy",6.3
tt1374992,Upside Down,2012,109,"Drama,Fantasy,Romance",6.3
tt1440728,The American,2010,105,"Action,Crime,Drama",6.3
tt1441395,Under the Skin,2013,108,"Drama,Horror,Mystery",6.3
tt1488555,The Change-Up,2011,112,"Comedy,Fantasy",6.3
tt1489889,Central Intelligence,2016,107,"Action,Comedy,Crime",6.3
tt1496025,Underworld: Awakening,2012,88,"Action,Fantasy,Horror",6.3
tt1549920,The Last Stand,2013,107,"Action,Thriller,Western",6.3
tt1590193,The Commuter,2018,104,"Action,Mystery,Thriller",6.3
tt1596350,This Means War,2012,103,"Action,Comedy,Romance",6.3
tt1623205,Oz the Great and Powerful,2013,130,"Adventure,Family,Fantasy",6.3
tt1625346,Young Adult,2011,94,"Comedy,Drama",6.3
tt1634122,Johnny English Reborn,2011,101,"Action,Adventure,Comedy",6.3
tt1712261,Triple 9,2016,115,"Action,Crime,Thriller",6.3
tt1726592,Before I Go to Sleep,2014,92,"Drama,Mystery,Thriller",6.3
tt1859650,To Rome with Love,2012,112,"Comedy,Music,Romance",6.3
tt1985949,The Angry Birds Movie,2016,97,"Action,Adventure,Animation",6.3
tt2004420,Neighbors,2014,97,Comedy,6.3
tt2140619,Two Night Stand,2014,86,"Comedy,Romance",6.3
tt2170439,Horrible Bosses 2,2014,108,"Comedy,Crime",6.3
tt2234155,The Internship,2013,119,Comedy,6.3
tt2273657,True Story,2015,99,"Biography,Crime,Drama",6.3
tt2334879,White House Down,2013,131,"Action,Drama,Thriller",6.3
tt2357291,Rio 2,2014,101,"Adventure,Animation,Comedy",6.3
tt2387433,Dark Skies,2013,97,"Horror,Sci-Fi,Thriller",6.3
tt2387559,Delivery Man,2013,105,"Comedy,Drama",6.3
tt2402157,The November Man,2014,108,"Action,Thriller",6.3
tt2404311,The Family,2013,111,"Comedy,Crime,Thriller",6.3
tt2436386,Project Almanac,2015,106,"Drama,Mystery,Sci-Fi",6.3
tt2637276,Ted 2,2015,115,Comedy,6.3
tt2709692,The Grinch,2018,85,"Adventure,Animation,Comedy",6.3
tt3469046,Despicable Me 3,2017,89,"Adventure,Animation,Comedy",6.3
tt3622592,Paper Towns,2015,109,"Adventure,Comedy,Drama",6.3
tt3811906,Malignant,2021,111,"Crime,Horror,Mystery",6.3
tt3861390,Dumbo,2019,112,"Adventure,Family,Fantasy",6.3
tt3874544,The Boss Baby,2017,97,"Adventure,Animation,Comedy",6.3
tt4046784,Maze Runner: The Scorch Trials,2015,131,"Action,Adventure,Sci-Fi",6.3
tt4052882,The Shallows,2016,86,"Action,Drama,Horror",6.3
tt4139588,Polar,2019,118,"Action,Crime,Drama",6.3
tt4225622,The Babysitter,2017,85,"Comedy,Horror",6.3
tt5034838,Godzilla vs. Kong,2021,113,"Action,Sci-Fi,Thriller",6.3
tt5164214,Ocean's Eight,2018,110,"Action,Comedy,Crime",6.3
tt5220122,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",6.3
tt5503686,Hustlers,2019,110,"Comedy,Crime,Drama",6.3
tt5519340,Bright,2017,117,"Action,Fantasy,Thriller",6.3
tt5638642,The Ritual,2017,94,"Horror,Mystery,Thriller",6.3
tt6856242,The King's Man,2021,131,"Action,Adventure,Thriller",6.3
tt7069210,The Conjuring: The Devil Made Me Do It,2021,112,"Horror,Mystery,Thriller",6.3
tt9421570,The Guilty,2021,90,"Crime,Drama,Thriller",6.3
tt9893250,I Care a Lot,2020,118,"Comedy,Crime,Drama",6.3
tt0089530,Mad Max Beyond Thunderdome,1985,107,"Action,Adventure,Sci-Fi",6.2
tt0089670,National Lampoon's European Vacation,1985,95,"Adventure,Comedy",6.2
tt0098536,Turner & Hooch,1989,97,"Comedy,Crime,Drama",6.2
tt0099422,Dick Tracy,1990,105,"Action,Comedy,Crime",6.2
tt0099938,Kindergarten Cop,1990,111,"Action,Comedy,Crime",6.2
tt0108525,Wayne's World 2,1993,95,"Comedy,Music",6.2
tt0113243,Hackers,1995,105,"Crime,Drama,Romance",6.2
tt0114898,Waterworld,1995,135,"Action,Adventure,Sci-Fi",6.2
tt0118583,Alien: Resurrection,1997,109,"Action,Horror,Sci-Fi",6.2
tt0118972,The Devil's Own,1997,111,"Action,Crime,Drama",6.2
tt0120053,The Saint,1997,116,"Action,Adventure,Romance",6.2
tt0120647,Deep Impact,1998,120,"Action,Drama,Sci-Fi",6.2
tt0120791,Practical Magic,1998,104,"Comedy,Drama,Fantasy",6.2
tt0122718,Small Soldiers,1998,108,"Action,Adventure,Comedy",6.2
tt0145531,Stigmata,1999,103,Horror,6.2
tt0170016,How the Grinch Stole Christmas,2000,104,"Comedy,Family,Fantasy",6.2
tt0175142,Scary Movie,2000,88,Comedy,6.2
tt0206275,Save the Last Dance,2001,112,"Drama,Music,Romance",6.2
tt0213149,Pearl Harbor,2001,183,"Action,Drama,History",6.2
tt0253556,Reign of Fire,2002,101,"Action,Adventure,Fantasy",6.2
tt0256415,Sweet Home Alabama,2002,108,"Comedy,Romance",6.2
tt0263488,Jeepers Creepers,2001,90,"Horror,Mystery",6.2
tt0274166,Johnny English,2003,89,"Action,Adventure,Comedy",6.2
tt0284837,Ali G Indahouse,2002,85,Comedy,6.2
tt0293564,Rush Hour 3,2007,91,"Action,Comedy,Crime",6.2
tt0295178,Austin Powers in Goldmember,2002,94,"Action,Adventure,Comedy",6.2
tt0300051,Jersey Girl,2004,102,"Comedy,Drama,Romance",6.2
tt0300471,Shanghai Knights,2003,114,"Action,Adventure,Comedy",6.2
tt0305224,Anger Management,2003,106,Comedy,6.2
tt0307479,Solaris,2002,99,"Drama,Mystery,Romance",6.2
tt0309593,Final Destination 2,2003,90,"Horror,Thriller",6.2
tt0324216,The Texas Chainsaw Massacre,2003,98,"Crime,Horror",6.2
tt0335245,The Ladykillers,2004,104,"Comedy,Crime,Thriller",6.2
tt0337563,13 Going on 30,2004,98,"Comedy,Fantasy,Romance",6.2
tt0351977,Walking Tall,2004,86,"Action,Crime",6.2
tt0364045,Taking Lives,2004,103,"Crime,Mystery,Thriller",6.2
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,122,"Action,Adventure",6.2
tt0369441,Fun with Dick and Jane,2005,90,"Comedy,Crime",6.2
tt0376136,The Rum Diary,2011,119,"Comedy,Drama",6.2
tt0406375,Zathura: A Space Adventure,2005,101,"Action,Adventure,Comedy",6.2
tt0416315,Wolf Creek,2005,99,"Horror,Thriller",6.2
tt0418819,Land of the Dead,2005,93,"Horror,Sci-Fi,Thriller",6.2
tt0432021,Resident Evil: Extinction,2007,94,"Action,Adventure,Horror",6.2
tt0433400,Just Friends,2005,96,"Comedy,Romance",6.2
tt0435705,Next,2007,96,"Action,Sci-Fi,Thriller",6.2
tt0448011,Knowing,2009,121,"Action,Mystery,Sci-Fi",6.2
tt0452702,Vacancy,2007,85,"Horror,Thriller",6.2
tt0453556,TMNT,2007,87,"Action,Adventure,Animation",6.2
tt0462465,Outlander,2008,115,"Action,Adventure,Sci-Fi",6.2
tt0471042,Tower Heist,2011,104,"Action,Comedy,Crime",6.2
tt0486551,Beerfest,2006,110,Comedy,6.2
tt0489270,Saw III,2006,108,"Crime,Horror,Mystery",6.2
tt0492956,The Game Plan,2007,110,"Comedy,Family,Sport",6.2
tt0795351,Case 39,2009,109,"Horror,Mystery,Thriller",6.2
tt0829150,Dracula Untold,2014,92,"Action,Drama,Fantasy",6.2
tt0905372,The Thing,2011,103,"Horror,Mystery,Sci-Fi",6.2
tt0918940,The Legend of Tarzan,2016,110,"Action,Adventure,Drama",6.2
tt1023481,Step Up 2: The Streets,2008,98,"Drama,Music,Romance",6.2
tt1027718,Wall Street: Money Never Sleeps,2010,133,Drama,6.2
tt1034389,The Eagle,2011,114,"Action,Adventure,Drama",6.2
tt1077368,Dark Shadows,2012,113,"Comedy,Fantasy,Horror",6.2
tt1121931,Crank: High Voltage,2009,96,"Action,Crime,Thriller",6.2
tt1135084,Takers,2010,107,"Action,Crime,Thriller",6.2
tt1155076,The Karate Kid,2010,140,"Action,Drama,Family",6.2
tt1195478,The Five-Year Engagement,2012,124,"Comedy,Romance",6.2
tt1205537,Jack Ryan: Shadow Recruit,2014,105,"Action,Drama,Thriller",6.2
tt1216475,Cars 2,2011,106,"Adventure,Animation,Comedy",6.2
tt1234548,The Men Who Stare at Goats,2009,94,"Comedy,War",6.2
tt1234721,RoboCop,2014,117,"Action,Crime,Sci-Fi",6.2
tt1235124,Dorian Gray,2009,112,"Drama,Fantasy,Mystery",6.2
tt1242432,I Spit on Your Grave,2010,108,"Horror,Thriller",6.2
tt1253863,300: Rise of an Empire,2014,102,"Action,Drama",6.2
tt1262416,Scream 4,2011,111,"Horror,Mystery",6.2
tt1297919,Blitz,2011,97,"Action,Crime,Thriller",6.2
tt1300851,The Boondock Saints II: All Saints Day,2009,118,"Action,Thriller",6.2
tt1335975,47 Ronin,2013,128,"Action,Drama,Fantasy",6.2
tt1386703,Total Recall,2012,118,"Action,Adventure,Sci-Fi",6.2
tt1397280,Taken 2,2012,92,"Action,Crime,Thriller",6.2
tt1399103,Transformers: Dark of the Moon,2011,154,"Action,Adventure,Sci-Fi",6.2
tt1411238,No Strings Attached,2011,108,"Comedy,Romance",6.2
tt1748179,Red Lights,2012,114,"Drama,Fantasy,Mystery",6.2
tt1758830,This Is 40,2012,134,"Comedy,Romance",6.2
tt1764234,Killing Them Softly,2012,97,"Crime,Drama,Thriller",6.2
tt1893256,Redemption,2013,100,"Action,Crime,Drama",6.2
tt1904996,Parker,2013,118,"Action,Crime,Thriller",6.2
tt1961175,American Assassin,2017,111,"Action,Thriller",6.2
tt2023587,Mama,2013,100,"Fantasy,Horror,Thriller",6.2
tt2172934,3 Days to Kill,2014,117,"Action,Drama,Thriller",6.2
tt2209764,Transcendence,2014,119,"Action,Drama,Sci-Fi",6.2
tt2377322,Deliver Us from Evil,2014,118,"Crime,Drama,Fantasy",6.2
tt2531344,Blockers,2018,102,Comedy,6.2
tt2567026,Alice Through the Looking Glass,2016,113,"Adventure,Family,Fantasy",6.2
tt2692250,Night at the Museum: Secret of the Tomb,2014,98,"Adventure,Comedy,Family",6.2
tt2870612,"As Above, So Below",2014,93,"Horror,Mystery,Thriller",6.2
tt2908446,The Divergent Series: Insurgent,2015,119,"Action,Adventure,Sci-Fi",6.2
tt3062096,Inferno,2016,121,"Action,Adventure,Crime",6.2
tt3152624,Trainwreck,2015,125,"Comedy,Drama,Romance",6.2
tt3387520,Scary Stories to Tell in the Dark,2019,108,"Adventure,Horror,Mystery",6.2
tt3567288,The Visit,2015,94,"Horror,Mystery,Thriller",6.2
tt3850590,Krampus,2015,98,"Comedy,Drama,Fantasy",6.2
tt4361050,Ouija: Origin of Evil,2016,99,"Drama,Horror,Mystery",6.2
tt4500922,Maze Runner: The Death Cure,2018,143,"Action,Adventure,Sci-Fi",6.2
tt4501244,Why Him?,2016,111,Comedy,6.2
tt4651520,Bad Moms,2016,100,Comedy,6.2
tt4680182,Colossal,2016,109,"Comedy,Drama,Fantasy",6.2
tt4695012,It Comes at Night,2017,91,"Drama,Horror,Mystery",6.2
tt4881806,Jurassic World: Fallen Kingdom,2018,128,"Action,Adventure,Sci-Fi",6.2
tt5719748,Cold Pursuit,2019,119,"Action,Comedy,Crime",6.2
tt6214928,1922,2017,102,"Crime,Drama,Horror",6.2
tt6450804,Terminator: Dark Fate,2019,128,"Action,Adventure,Sci-Fi",6.2
tt6566576,Fear Street: Part One - 1994,2021,107,"Drama,Horror,Mystery",6.2
tt6921996,Johnny English Strikes Again,2018,89,"Action,Adventure,Comedy",6.2
tt8155288,Happy Death Day 2U,2019,100,"Comedy,Horror,Mystery",6.2
tt8629748,Spenser Confidential,2020,111,"Action,Drama,Mystery",6.2
tt0082418,Friday the 13th Part 2,1981,87,"Horror,Mystery,Thriller",6.1
tt0086006,Never Say Never Again,1983,134,"Action,Adventure,Thriller",6.1
tt0091326,The Karate Kid Part II,1986,113,"Action,Family,Sport",6.1
tt0095963,Red Heat,1988,104,"Action,Comedy,Crime",6.1
tt0096320,Twins,1988,107,"Comedy,Crime",6.1
tt0105698,Universal Soldier,1992,102,"Action,Sci-Fi",6.1
tt0112642,Casper,1995,100,"Comedy,Family,Fantasy",6.1
tt0115759,Broken Arrow,1996,108,"Action,Adventure,Thriller",6.1
tt0115798,The Cable Guy,1996,96,"Comedy,Drama,Thriller",6.1
tt0116213,Eraser,1996,115,"Action,Crime,Thriller",6.1
tt0119925,The Postman,1997,177,"Action,Adventure,Drama",6.1
tt0120184,Sphere,1998,134,"Action,Mystery,Sci-Fi",6.1
tt0120484,The Waterboy,1998,90,"Comedy,Sport",6.1
tt0120749,Mercury Rising,1998,111,"Action,Crime,Drama",6.1
tt0120755,Mission: Impossible II,2000,123,"Action,Adventure,Thriller",6.1
tt0120832,Snake Eyes,1998,98,"Crime,Mystery,Thriller",6.1
tt0120912,Men in Black II,2002,88,"Action,Adventure,Comedy",6.1
tt0132347,Mystery Men,1999,121,"Action,Comedy,Fantasy",6.1
tt0165929,Romeo Must Die,2000,115,"Action,Crime,Thriller",6.1
tt0204946,Bring It On,2000,98,"Comedy,Romance,Sport",6.1
tt0230030,Bedazzled,2000,93,"Comedy,Fantasy",6.1
tt0236493,The Mexican,2001,123,"Adventure,Comedy,Crime",6.1
tt0245562,Windtalkers,2002,134,"Action,Drama,War",6.1
tt0246460,Die Another Day,2002,133,"Action,Adventure,Thriller",6.1
tt0251075,Evolution,2001,101,"Comedy,Sci-Fi",6.1
tt0258153,S1m0ne,2002,117,"Comedy,Drama,Sci-Fi",6.1
tt0293429,Mortal Kombat,2021,110,"Action,Adventure,Fantasy",6.1
tt0313737,Two Weeks Notice,2002,101,"Comedy,Romance",6.1
tt0318627,Resident Evil: Apocalypse,2004,94,"Action,Horror,Sci-Fi",6.1
tt0335438,Starsky & Hutch,2004,101,"Comedy,Crime",6.1
tt0346156,Sky Captain and the World of Tomorrow,2004,106,"Action,Adventure,Mystery",6.1
tt0348150,Superman Returns,2006,154,"Action,Adventure,Sci-Fi",6.1
tt0367959,Hannibal Rising,2007,121,"Adventure,Crime,Drama",6.1
tt0385752,The Golden Compass,2007,113,"Adventure,Family,Fantasy",6.1
tt0389790,Bee Movie,2007,91,"Adventure,Animation,Comedy",6.1
tt0400717,Open Season,2006,86,"Adventure,Animation,Comedy",6.1
tt0413267,Shrek the Third,2007,93,"Adventure,Animation,Comedy",6.1
tt0455760,Dead Silence,2007,89,"Horror,Mystery,Thriller",6.1
tt0465580,Push,2009,111,"Action,Sci-Fi,Thriller",6.1
tt0482606,The Strangers,2008,86,"Horror,Mystery,Thriller",6.1
tt0489099,Jumper,2008,88,"Action,Adventure,Sci-Fi",6.1
tt0494238,Inkheart,2008,106,"Adventure,Family,Fantasy",6.1
tt0790686,Mirrors,2008,110,"Horror,Mystery",6.1
tt0873886,Red State,2011,88,"Action,Crime,Horror",6.1
tt0889573,The Switch,2010,101,"Comedy,Drama,Romance",6.1
tt0963966,The Sorcerer's Apprentice,2010,109,"Action,Adventure,Family",6.1
tt0970452,Solomon Kane,2009,104,"Action,Adventure,Fantasy",6.1
tt0974015,Justice League,2017,120,"Action,Adventure,Fantasy",6.1
tt0978764,Sucker Punch,2011,110,"Action,Adventure,Fantasy",6.1
tt0988595,27 Dresses,2008,111,"Comedy,Romance",6.1
tt1033643,What Happens in Vegas,2008,99,"Comedy,Romance",6.1
tt1129442,Transporter 3,2008,104,"Action,Crime,Thriller",6.1
tt1206885,Rambo: Last Blood,2019,89,"Action,Thriller",6.1
tt1235522,Broken City,2013,109,"Action,Crime,Drama",6.1
tt1292566,How to Be Single,2016,110,"Comedy,Drama,Romance",6.1
tt1408253,Ride Along,2014,99,"Action,Comedy,Crime",6.1
tt1428538,Hansel & Gretel: Witch Hunters,2013,88,"Action,Fantasy,Horror",6.1
tt1464540,I Am Number Four,2011,111,"Action,Adventure,Sci-Fi",6.1
tt1524930,Vacation,2015,99,"Adventure,Comedy",6.1
tt1528854,Daddy's Home,2015,96,"Comedy,Family",6.1
tt1559547,Beautiful Creatures,2013,124,"Drama,Fantasy,Romance",6.1
tt1571234,Mortal Engines,2018,128,"Action,Adventure,Fantasy",6.1
tt1583420,Larry Crowne,2011,98,"Comedy,Drama,Romance",6.1
tt1592525,Lockout,2012,95,"Action,Sci-Fi,Thriller",6.1
tt1700841,Sausage Party,2016,89,"Adventure,Animation,Comedy",6.1
tt1735898,Snow White and the Huntsman,2012,127,"Action,Adventure,Drama",6.1
tt1790886,The Campaign,2012,85,Comedy,6.1
tt1800246,That Awkward Moment,2014,94,"Comedy,Romance",6.1
tt1915581,Magic Mike,2012,110,"Comedy,Drama",6.1
tt1974419,The Neon Demon,2016,117,"Horror,Thriller",6.1
tt2126355,San Andreas,2015,114,"Action,Adventure,Thriller",6.1
tt2177771,The Monuments Men,2014,118,"Comedy,Drama,History",6.1
tt2231461,Rampage,2018,107,"Action,Adventure,Sci-Fi",6.1
tt2333784,The Expendables 3,2014,126,"Action,Adventure,Thriller",6.1
tt2381991,The Huntsman: Winter's War,2016,114,"Action,Adventure,Drama",6.1
tt2557490,A Million Ways to Die in the West,2014,116,"Comedy,Western",6.1
tt2910814,The Signal,2014,97,"Drama,Mystery,Sci-Fi",6.1
tt3195644,Insidious: Chapter 3,2015,97,"Horror,Mystery,Thriller",6.1
tt3316948,American Ultra,2015,96,"Action,Comedy",6.1
tt3393786,Jack Reacher: Never Go Back,2016,118,"Action,Crime,Drama",6.1
tt4560436,Mile 22,2018,94,"Action,Thriller",6.1
tt7752126,Brightburn,2019,90,"Drama,Horror,Mystery",6.1
tt8106534,6 Underground,2019,128,"Action,Thriller",6.1
tt8364368,Crawl,2019,87,"Action,Adventure,Horror",6.1
tt8385148,Hitman's Wife's Bodyguard,2021,100,"Action,Comedy,Crime",6.1
tt9866072,Holidate,2020,104,"Comedy,Romance",6.1
tt0099371,Days of Thunder,1990,107,"Action,Drama,Sport",6.0
tt0106965,Free Willy,1993,112,"Adventure,Drama,Family",6.0
tt0107211,Indecent Proposal,1993,117,"Drama,Romance",6.0
tt0113071,First Knight,1995,134,"Action,Adventure,Drama",6.0
tt0118928,Dante's Peak,1997,108,"Action,Adventure,Thriller",6.0
tt0119173,G.I. Jane,1997,125,"Action,Drama,War",6.0
tt0151738,Never Been Kissed,1999,107,"Comedy,Drama,Romance",6.0
tt0162650,Shaft,2000,99,"Action,Crime,Thriller",6.0
tt0251736,House of 1000 Corpses,2003,89,Horror,6.0
tt0256380,Shallow Hal,2001,114,"Comedy,Drama,Fantasy",6.0
tt0257076,S.W.A.T.,2003,117,"Action,Adventure,Crime",6.0
tt0268695,The Time Machine,2002,96,"Action,Adventure,Sci-Fi",6.0
tt0307453,Shark Tale,2004,90,"Adventure,Animation,Comedy",6.0
tt0317198,Bridget Jones: The Edge of Reason,2004,108,"Comedy,Drama,Romance",6.0
tt0338526,Van Helsing,2004,131,"Action,Adventure,Fantasy",6.0
tt0343135,Along Came Polly,2004,90,"Comedy,Romance",6.0
tt0373883,Halloween,2007,109,Horror,6.0
tt0409847,Cowboys & Aliens,2011,119,"Action,Sci-Fi,Thriller",6.0
tt0430357,Miami Vice,2006,132,"Action,Adventure,Crime",6.0
tt0463985,The Fast and the Furious: Tokyo Drift,2006,104,"Action,Crime,Thriller",6.0
tt0469641,World Trade Center,2006,129,"Drama,History,Thriller",6.0
tt0770703,What's Your Number?,2011,106,"Comedy,Romance",6.0
tt0805570,The Midnight Meat Train,2008,98,"Horror,Mystery,Thriller",6.0
tt0811080,Speed Racer,2008,135,"Action,Adventure,Comedy",6.0
tt0960731,Bedtime Stories,2008,99,"Adventure,Comedy,Family",6.0
tt10059518,Unhinged,2020,90,"Action,Thriller",6.0
tt1034331,Righteous Kill,2008,101,"Crime,Mystery,Thriller",6.0
tt1055369,Transformers: Revenge of the Fallen,2009,149,"Action,Adventure,Sci-Fi",6.0
tt1078912,Night at the Museum: Battle of the Smithsonian,2009,105,"Adventure,Comedy,Family",6.0
tt1082868,Quarantine,2008,89,"Horror,Sci-Fi,Thriller",6.0
tt1161864,The Rite,2011,114,"Drama,Horror,Mystery",6.0
tt1233227,Saw VI,2009,90,"Horror,Mystery,Thriller",6.0
tt1243957,The Tourist,2010,103,"Action,Thriller",6.0
tt1253864,Immortals,2011,110,"Action,Drama,Fantasy",6.0
tt1294226,The Last Song,2010,108,"Drama,Music,Romance",6.0
tt1396218,Mr. Popper's Penguins,2011,94,"Comedy,Family,Fantasy",6.0
tt1462041,Dream House,2011,92,"Drama,Mystery,Thriller",6.0
tt1528100,Exodus: Gods and Kings,2014,150,"Action,Adventure,Drama",6.0
tt1618434,Murder Mystery,2019,97,"Action,Comedy,Crime",6.0
tt1850457,Sisters,2015,118,Comedy,6.0
tt2039393,The Gambler,2014,111,"Crime,Drama,Thriller",6.0
tt2203939,The Other Woman,2014,109,"Comedy,Romance",6.0
tt2357129,Jobs,2013,128,"Biography,Drama",6.0
tt2446042,Taken 3,2014,108,"Action,Crime,Thriller",6.0
tt2561572,Get Hard,2015,100,"Comedy,Crime",6.0
tt2823054,Mike and Dave Need Wedding Dates,2016,98,"Comedy,Romance",6.0
tt3741700,Godzilla: King of the Monsters,2019,132,"Action,Adventure,Fantasy",6.0
tt3799232,The Kissing Booth,2018,105,"Comedy,Romance",6.0
tt3882082,The Boy,2016,97,"Horror,Mystery,Thriller",6.0
tt4094724,The Purge: Election Year,2016,108,"Action,Horror,Sci-Fi",6.0
tt4776998,The Promise,2016,133,"Action,Adventure,Drama",6.0
tt5657846,Daddy's Home 2,2017,100,Comedy,6.0
tt6663582,The Spy Who Dumped Me,2018,117,"Action,Adventure,Comedy",6.0
tt7097896,Venom: Let There Be Carnage,2021,97,"Action,Adventure,Sci-Fi",6.0
tt7550000,Project Power,2020,113,"Action,Crime,Sci-Fi",6.0
tt7713068,Birds of Prey,2020,109,"Action,Adventure,Comedy",6.0
tt0087078,Conan the Destroyer,1984,103,"Action,Adventure,Fantasy",5.9
tt0097778,Look Who's Talking,1989,93,Comedy,5.9
tt0113957,The Net,1995,114,"Action,Crime,Drama",5.9
tt0116040,Daylight,1996,114,"Action,Adventure,Drama",5.9
tt0149261,Deep Blue Sea,1999,105,"Action,Adventure,Sci-Fi",5.9
tt0160862,She's All That,1999,95,"Comedy,Romance",5.9
tt0163025,Jurassic Park III,2001,92,"Action,Adventure,Sci-Fi",5.9
tt0190865,Vertical Limit,2000,124,"Action,Adventure,Drama",5.9
tt0216216,The 6th Day,2000,123,"Action,Mystery,Sci-Fi",5.9
tt0267804,The One,2001,87,"Action,Sci-Fi,Thriller",5.9
tt0289848,Analyze That,2002,96,"Comedy,Crime",5.9
tt0322259,2 Fast 2 Furious,2003,107,"Action,Crime,Thriller",5.9
tt0349205,Cheaper by the Dozen,2003,98,"Comedy,Family",5.9
tt0355295,The Brothers Grimm,2005,118,"Action,Adventure,Comedy",5.9
tt0356470,A Cinderella Story,2004,95,"Comedy,Family,Romance",5.9
tt0378109,Into the Blue,2005,110,"Action,Adventure,Crime",5.9
tt0382077,Hide and Seek,2005,101,"Horror,Mystery",5.9
tt0384806,The Amityville Horror,2005,90,Horror,5.9
tt0386140,The Legend of Zorro,2005,129,"Action,Adventure,Romance",5.9
tt0391198,The Grudge,2004,91,"Horror,Mystery,Thriller",5.9
tt0411061,88 Minutes,2007,108,"Crime,Drama,Mystery",5.9
tt0421054,Domino,2005,127,"Action,Biography,Crime",5.9
tt0427152,Dinner for Schmucks,2010,114,Comedy,5.9
tt0427392,The Invasion,2007,99,"Sci-Fi,Thriller",5.9
tt0443701,The X Files: I Want to Believe,2008,104,"Crime,Drama,Horror",5.9
tt0450314,Punisher: War Zone,2008,103,"Action,Crime,Drama",5.9
tt0477071,Premonition,2007,96,"Drama,Fantasy,Mystery",5.9
tt0480687,Hall Pass,2011,105,"Comedy,Romance",5.9
tt0483607,Doomsday,2008,113,"Action,Sci-Fi,Thriller",5.9
tt0486946,Wild Hogs,2007,100,"Action,Adventure,Comedy",5.9
tt0762107,I Now Pronounce You Chuck & Larry,2007,115,"Comedy,Romance",5.9
tt0790628,The Incredible Burt Wonderstone,2013,100,Comedy,5.9
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010,118,"Adventure,Family,Fantasy",5.9
tt0890870,Saw IV,2007,93,"Crime,Horror,Mystery",5.9
